672449188003,5824
663469801933,1645
2096270431,1615
641142760642,1580
638037766875,1051
647427916409,995
660110050734,983
642567371882,898
649168160464,767
631072735029,732
674477632546,725
654267700503,589
651468246904,507
634018011924,391
624622376894,363
659962255462,334
679114399041,327
671314571723,306
620593525343,301
627257743133,300
1154631,270
635438483148,233
644348967337,224
632400828652,196
669265611724,188
1205369031,167
622759677807,166
661170343166,163
681685290409,158
1119267031,148
644916242513,147
633529973092,147
681514298041,139
655046298271,136
640961774074,131
657230259438,131
651432058360,117
533031,108
661058361678,105
645280501737,103
679714057145,101
631656433084,100
635559537724,100
413431831,97
623668987294,96
667627401588,91
677192238314,89
668394619540,88
673335478579,86
1305726031,81
673783169347,80
619799672911,78
316897631,74
648245201833,74
673207808795,73
684401944368,70
465238231,69
652549808328,69
674429226402,68
620254565711,68
75966031,68
652694883528,67
683431500192,66
660816697862,66
301104631,65
630676057429,65
641705918874,65
624722441806,64
658863893222,64
618878899199,64
677826462242,64
1254215431,64
619134385511,63
684936035024,60
670876952083,59
648680453264,58
613550231,57
653177058727,56
645142350081,56
621678931663,56
633207123028,56
645757935337,55
653014619527,54
669725363284,54
1675928631,53
659923515710,53
654792485559,52
618481210943,52
659685778294,51
680427929441,51
681938038409,51
672058046051,51
664631635005,50
677056553946,50
665314427189,49
635290112180,47
633355731852,47
640535043474,46
652245804872,46
668116565140,46
770900831,46
646172346537,46
662269742109,45
672811744435,44
681524761241,44
634773372492,44
1687605431,44
657471868054,43
10231,43
640599969442,43
670155831,42
638149634619,42
669270499724,41
681788521537,41
633071781996,40
685389169088,39
662516668509,38
1054277631,38
686296728536,38
623854976806,38
646909170633,37
639086529443,37
648040568033,37
641200665386,37
15031,36
647832027865,36
669706763724,36
676105731378,35
640670713274,35
182431,35
669589778300,35
652868289743,35
626250813702,35
633519237548,34
619174108367,34
635883780723,34
1555060231,34
629947470597,33
658364731870,33
633220637684,32
660969684150,31
673579369779,31
29831,31
680958936009,31
657660691982,31
658913490814,30
164287031,30
656313655255,30
1401248231,30
647990757833,30
628818359133,30
622268148007,29
1000435631,29
680135260097,29
619825581143,28
654902244575,28
636997141091,28
633933894580,28
628458482389,28
676226394946,28
631778619228,28
663265781861,28
637779418579,28
2005227631,27
657842765582,27
618746807799,27
112555831,27
673884835019,27
657699177470,26
618677893711,26
633077990228,26
234032831,26
633871568548,26
644084677914,26
683545797608,26
647766631665,26
621137653695,25
659828809494,25
637826439043,25
630690411597,25
644107179314,25
642295118770,25
625119034758,25
665368253845,25
686493606248,25
643533898514,24
679951708897,24
619137966943,24
619335338311,24
654338314103,24
676345984434,24
622275898863,24
623094921806,24
658307616598,24
665572313405,24
627158177901,23
636161165091,23
675925934034,23
680300736897,23
681463500369,23
627433546389,23
680720206497,23
650851428560,23
640074597874,22
625256702502,22
673766295019,22
653820844871,22
666941473412,22
685665512464,22
656207615439,22
630004352453,21
396820831,21
618948571743,21
663017102549,21
627859498389,21
630201881085,21
680909665537,21
656550465223,21
654363604503,21
656771057767,21
636446533347,21
621469802495,21
650168488776,21
633184556284,20
677853654930,20
681947312985,20
402520631,20
647853068465,20
671156778851,20
622616775207,20
634726370892,20
679711061073,20
633366137196,20
631992276028,20
399658431,20
669992123540,20
623242333238,19
620920271407,19
651572660072,19
671190272955,19
659435673566,19
628035830957,19
1038832631,19
618480804911,19
678423837258,19
637536003923,19
631520361796,19
622774000206,19
637531116923,19
685048607736,19
1458595031,19
680880430041,19
645783434281,19
685414952032,19
1403040231,19
642436849538,19
650619372232,18
675681983562,18
1220282431,18
684687585240,18
1709911631,18
661256938118,18
619330160711,18
685330461888,18
661324855894,18
632844856284,18
633046709452,18
651857917472,18
639235676843,18
672018890851,18
625393579190,18
619993081143,18
949484231,18
649930441464,18
648627397832,17
618607040967,17
687092601880,17
619491617767,17
650379348576,17
658189235798,17
622176075463,17
656417399367,17
650094978376,17
651326164304,17
634843936748,17
1489380231,17
640128489018,17
648703461376,17
1824636231,17
676042972802,17
633484088284,17
644763892481,17
1623451031,17
681748464625,17
667011692356,17
660692345862,17
662534040517,17
636370770523,17
648216524233,16
621044445239,16
685191615736,16
653162105919,16
150955231,16
647211037633,16
620708640463,16
673903337603,16
626311184734,16
629873251285,16
673472207195,16
677899295114,16
649645618864,16
672415677851,16
684099591640,16
686808726864,16
642304484914,16
649910702376,16
652679545728,16
682681227385,16
629172919989,16
622301168263,16
658425788854,15
649777805464,15
643380207770,15
629903196997,15
677312581442,15
662556890365,15
647134902609,15
676471858314,15
632459579052,15
627514704901,15
685569533088,15
636009341523,15
626784922702,14
619631576967,14
664519126213,14
656993569223,14
652808512872,14
671467629067,14
650278641008,14
680353599913,14
631537695028,14
1348431,14
1793736631,14
648639254264,14
618557940367,14
62631,14
664675734213,14
683218679208,14
1205352431,13
621016530039,13
624768916806,13
682501040737,13
619675138311,13
1557724031,13
659184091982,13
669802697500,13
618794884799,13
681011876009,13
629543626685,13
626535632358,13
934444831,13
623618623038,13
686397562432,13
630226504653,13
635227077724,13
669936155108,13
864967431,13
671745377867,13
635500580748,13
638109876475,12
643822691770,12
2005372431,12
674038814763,12
628908159189,12
620202720111,12
669987797868,12
42725631,12
686514632032,12
1642530431,12
630299461997,12
651026595704,12
620214923311,12
679562419113,12
673426083379,12
95050231,12
679604345329,12
641365870186,12
646354013169,12
664239088973,12
216424431,12
619632758199,12
626509457358,12
636267852179,12
645176351313,12
413234631,12
646660032233,12
665010973845,12
682410426953,11
632963834852,11
645602373369,11
620887391839,11
656063838015,11
684975874224,11
654829511159,11
650532391864,11
635831,11
626316741902,11
631293268453,11
645654082969,11
684442405168,11
653580157303,11
629347847853,11
678838033689,11
655445923183,11
619132988543,11
2125932431,11
682765612009,11
634983376924,11
631781705796,11
648489472233,11
662531209933,11
649778662008,11
638398612643,11
676795292098,11
620249318511,11
676083119018,11
675181042650,11
661131222734,11
636893559323,11
652823663528,11
643497412570,11
676496227546,10
630849705885,10
641707149386,10
634733007692,10
682765044737,10
664550326573,10
626020446334,10
645151044737,10
619276654943,10
620562780599,10
673876650219,10
664352616861,10
1371503031,10
675625317162,10
641028579586,10
621218928895,10
670878571099,10
636182839747,10
649046863232,10
676674257690,10
1486263231,10
656139879983,10
650421543864,10
640332072218,10
666985699188,10
565959831,10
643187860314,10
685233059664,10
669725516884,10
619203999543,10
681067269969,10
635021880980,10
649027222264,10
665400404789,10
639886639043,10
664562162757,9
674272582835,9
678458475730,9
659373474662,9
619640264711,9
649550414264,9
679750698129,9
630527994429,9
653641163271,9
685997323488,9
627495529533,9
632531762052,9
627007504558,9
685804427736,9
651445365304,9
637083193547,9
669793498668,9
653004204943,9
1087237431,9
633873969724,9
639358151675,9
665125052061,9
639842280819,9
649997456408,9
645801383337,9
984535631,9
643900081370,9
646880430609,9
675021960618,9
626891855734,9
660702536950,9
673773708435,9
686421961264,9
675073865778,9
650594953632,9
641231,9
672479045851,9
668111128524,9
639021122443,9
674132794147,9
686830873880,9
1741678631,9
618646739199,9
684698663392,9
683849547384,8
640490729986,8
632149104996,8
677641775298,8
621657362039,8
649965605264,8
673400729851,8
629965622797,8
251220431,8
636656815747,8
650453239432,8
624728228206,8
623600225606,8
657883883614,8
643614365170,8
620655525439,8
635538464748,8
642092414674,8
636088908979,8
636039933523,8
632766706796,8
639547557187,8
632872759284,8
648688027864,8
641317727474,8
1374923231,8
621851759207,8
627703306157,8
679143385873,8
619766193599,8
651956913672,8
675360964802,8
676401654218,8
633376031,8
666097785228,8
664954982645,8
629633837429,8
649207862264,8
633204634052,8
683955672192,8
625260300190,8
636506270323,8
652102518104,8
628869904733,8
670255064883,8
679357741689,8
642027259842,8
635073848748,8
620974687663,8
622426989495,8
623674844206,8
676941221442,8
1200362431,8
657733104414,8
677736220898,8
622775761062,8
620065739111,8
644599154713,8
648583983864,8
1453153231,8
623316236638,8
673691699635,8
672538335747,8
658815516966,8
649448914008,7
618928259567,7
75231,7
683685233608,7
677386648890,7
651633564504,7
650986567504,7
648303789465,7
659027472166,7
868360631,7
647730777833,7
618806861767,7
626813276734,7
652100072304,7
685004352552,7
651366676072,7
623773953606,7
646954155609,7
639616349019,7
643683461370,7
623832391662,7
621558170295,7
676184545234,7
624520403094,7
618646159743,7
634337595580,7
651416685904,7
1039162631,7
667575556172,7
624606409694,7
650220931608,7
629100623557,7
641017422186,7
663267442293,7
657253118814,7
621059850495,7
628615993589,7
665206381405,7
1726938231,7
649815956776,7
626235347390,7
618551586199,7
677477678858,7
669866084340,7
619349154943,7
682174329353,7
649072565808,7
619227677599,7
643338505482,7
644714852913,7
644049689114,7
668016814668,7
671767133939,7
656674618823,7
677279815114,7
620965415663,7
659235478814,7
646627298377,7
667295978572,7
646821374809,7
646101975313,7
680751847913,7
193217631,7
649203427064,7
619117765143,7
645580159513,7
653063550471,7
629274167397,7
652306904560,7
625680456302,7
675968273162,7
649738149832,7
638607958443,7
649538935232,7
639246897643,7
624846212206,7
624694980206,7
684749880008,7
656469276783,7
661426274909,7
672906450763,7
14936031,7
647407346977,7
676490668530,6
666660904972,6
632157363028,6
646227587769,6
646618626433,6
658989723622,6
1452310631,6
633726629548,6
639660567419,6
671103554667,6
633585386148,6
677932876714,6
668370528156,6
686507975304,6
632916993684,6
1082484831,6
646958482809,6
659282171710,6
640648373642,6
627489048901,6
653901129303,6
651277253560,6
683429687136,6
639563752643,6
630254614253,6
636443780123,6
686366642432,6
658533786382,6
619064594743,6
684665320736,6
1541392831,6
631271643229,6
684768580008,6
1841545031,6
656906597039,6
425831,6
683024662224,6
620512966743,6
674097913163,6
671578781251,6
619243411543,6
645691668937,6
621448256639,6
632977866684,6
647906331977,6
647392744833,6
582712431,6
282073431,6
642927052114,6
624940949534,6
618814105599,6
680324393697,6
1640272631,6
623252481494,6
674300272619,6
631712218428,6
634462760180,6
675613976002,6
660090699894,6
675638199450,6
661479395893,6
1015260631,6
646777874009,6
665838919004,6
654511187343,6
636155284379,6
672937381603,6
